OA11CD,All Ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
E00016306,341,6,5,2,6,3,4,1,6,2,4,0,3,1,3,3,7,3,3,3,2,1,1,4,4,8,6,8,3,8,6,10,7,9,11,18,7,7,7,3,5,2,1,1,4,4,4,6,1,4,2,6,6,10,9,5,5,6,5,8,2,0,5,3,0,2,3,4,2,4,0,2,2,1,1,2,0,2,4,0,2,2,3,3,0,0,3,0,0,0,0,0
E00016308,387,7,9,5,6,7,2,10,3,10,3,7,7,5,3,3,2,6,2,3,3,5,3,2,3,2,6,7,7,7,4,10,13,9,13,6,10,13,9,17,6,5,8,7,6,8,5,3,5,6,3,7,10,1,4,7,2,6,5,4,2,1,1,3,1,0,1,1,3,0,2,2,2,0,1,2,0,0,2,0,2,0,1,0,0,1,0,0,0,0,0,2
E00016315,415,12,9,10,3,6,7,6,6,4,2,4,2,3,4,4,3,4,5,6,3,2,3,3,4,7,4,8,7,4,9,14,10,10,17,4,13,8,8,4,9,8,14,8,8,5,5,3,3,7,5,7,4,8,4,3,10,5,4,7,6,3,4,5,3,2,1,1,1,2,4,0,2,0,2,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,2
E00016317,303,5,2,0,5,5,9,4,4,9,6,6,4,5,5,4,3,3,0,2,1,1,2,6,1,4,5,6,3,6,4,0,5,5,10,6,4,8,6,5,10,5,6,7,7,7,7,4,4,6,4,3,1,5,4,5,5,2,2,4,2,1,3,1,0,0,3,2,0,1,4,0,3,2,1,3,3,1,0,0,2,0,0,0,0,0,0,0,1,1,0,2
E00016320,300,6,10,8,7,7,7,4,2,6,4,2,3,2,2,2,2,1,3,3,1,0,1,3,3,2,1,4,4,8,5,5,6,7,12,7,11,11,6,5,2,6,7,8,5,8,4,1,6,1,4,5,8,7,1,5,3,4,3,2,4,2,2,2,1,1,3,2,1,1,0,0,1,1,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
E00016309,291,1,2,3,3,6,4,3,1,2,2,3,3,2,3,3,2,0,4,1,4,4,1,2,2,5,8,4,7,11,12,7,8,8,7,4,9,1,6,4,4,6,5,5,3,5,1,6,3,4,4,5,8,0,4,2,7,5,7,6,5,4,1,1,3,1,0,3,0,2,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,0,2,0,0,0,2
E00016323,263,0,5,3,4,2,5,2,6,3,6,4,2,3,2,3,3,2,1,0,1,3,4,1,4,1,8,9,8,7,7,9,2,4,7,6,1,5,6,3,4,1,7,5,3,4,2,6,3,6,0,5,2,3,5,2,2,1,3,2,4,5,4,1,3,2,0,1,2,1,1,2,0,4,1,0,1,5,0,0,2,1,0,1,0,1,0,0,2,0,0,1
E00016324,393,3,8,5,9,6,5,7,7,4,4,4,4,8,1,2,4,4,3,5,2,5,2,4,7,7,10,13,14,13,9,3,10,9,6,7,6,5,6,10,4,9,7,8,6,9,8,2,3,6,5,4,4,4,5,11,5,7,8,3,3,1,1,2,2,4,3,2,1,0,1,0,2,0,1,0,1,2,1,0,1,1,2,0,0,1,1,0,0,1,0,0
E00016325,343,4,4,7,6,6,3,1,6,3,5,1,3,4,1,7,0,3,0,1,1,1,3,3,3,2,6,14,14,19,10,7,10,6,14,10,5,7,10,6,6,8,6,4,7,3,5,5,9,3,5,2,3,4,2,1,2,2,5,5,1,2,4,0,6,2,4,4,0,5,2,0,0,2,0,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
E00016327,304,6,4,6,3,11,8,5,4,7,5,3,3,2,0,2,0,1,1,2,2,4,3,3,5,0,4,4,4,8,16,7,7,6,8,3,5,7,4,6,9,6,10,4,7,4,1,5,4,5,5,3,6,1,1,2,1,1,2,4,2,2,1,4,1,4,1,1,2,1,3,1,1,0,2,0,3,2,0,3,0,0,3,1,1,0,1,0,3,1,0,0
E00016326,353,8,6,12,6,4,7,12,4,13,7,3,4,4,2,2,1,4,3,0,5,1,0,3,3,1,9,2,4,0,4,4,4,5,5,5,11,10,8,11,11,6,9,8,7,7,2,6,3,3,1,3,5,1,4,6,6,5,5,5,0,3,6,2,4,2,2,0,2,3,5,3,1,3,1,0,1,2,3,2,2,0,0,1,0,0,0,3,0,1,0,1
E00016329,416,7,11,8,8,7,9,9,8,9,0,7,4,5,6,2,1,8,3,1,2,1,2,4,2,4,7,11,2,3,9,5,4,3,3,6,7,15,18,7,15,9,10,13,11,2,5,7,7,6,6,2,9,5,5,8,1,6,4,9,5,4,5,1,1,1,1,4,2,4,4,4,0,0,1,2,1,0,1,1,1,1,0,0,0,0,0,0,2,0,2,0
E00016332,454,3,8,7,8,11,10,15,11,9,3,6,1,2,4,1,4,1,3,1,2,2,3,2,8,5,6,8,5,5,3,5,10,5,2,9,12,7,13,13,13,12,5,11,10,8,5,4,4,4,1,6,6,3,7,4,4,6,7,9,2,2,2,2,8,7,2,11,4,6,4,5,1,3,5,1,1,0,1,3,1,1,0,1,3,1,4,2,5,3,0,1
E00016333,264,5,3,4,5,6,1,2,6,4,6,2,2,0,2,3,2,2,0,1,2,2,3,1,3,2,1,4,5,6,6,3,7,3,5,7,1,3,6,10,8,9,6,3,5,5,3,2,1,4,4,5,4,5,3,5,9,6,3,3,2,3,1,2,0,2,2,4,0,1,0,1,3,0,1,0,2,1,0,2,1,0,1,0,0,0,2,3,0,0,0,1
E00016337,367,7,4,5,2,5,13,13,7,4,7,4,2,7,3,3,2,2,6,4,4,3,6,3,5,7,2,2,2,8,3,2,3,2,2,4,6,4,5,7,8,4,10,9,7,8,5,6,4,6,3,8,3,9,11,3,6,2,6,5,3,5,1,3,5,6,1,5,4,1,4,1,2,3,2,2,2,3,1,2,0,1,2,0,0,0,2,2,1,0,0,0
E00016311,333,5,4,4,6,5,2,5,6,4,5,4,4,7,4,4,2,5,6,4,2,3,1,2,5,3,3,3,1,3,3,2,5,6,9,8,3,11,9,6,6,11,10,7,3,6,2,12,7,4,5,3,7,1,5,2,6,2,3,5,3,5,7,1,2,4,3,3,0,1,2,0,0,2,3,2,2,2,0,1,1,0,2,1,1,1,0,1,1,0,0,1
E00016328,285,10,7,2,4,3,2,4,11,3,2,4,3,2,3,3,1,0,1,3,1,0,2,2,1,3,2,1,2,4,3,7,12,6,3,6,13,6,7,7,10,12,8,12,5,2,5,2,2,3,4,3,3,2,3,4,3,5,3,3,3,2,2,4,3,1,0,2,0,2,0,1,0,1,1,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,1
E00016330,262,3,3,1,8,5,3,3,3,8,1,2,2,0,2,3,1,2,0,1,0,1,2,0,5,1,5,2,4,4,3,5,4,5,4,8,4,7,5,4,8,10,8,5,7,7,6,8,4,2,6,2,2,4,4,2,5,2,4,3,2,1,3,4,1,2,1,2,5,1,1,0,2,2,1,1,2,0,0,1,1,2,0,0,1,0,3,0,0,0,0,0
E00016331,396,4,3,4,7,5,5,5,9,1,6,6,3,6,4,3,2,5,2,4,4,6,2,3,1,4,4,3,4,8,7,9,3,5,4,7,8,9,14,8,8,9,5,12,11,8,2,4,5,5,5,4,5,6,2,8,2,8,7,5,5,2,3,2,3,7,0,3,4,3,4,2,3,2,3,2,3,3,3,4,2,4,1,1,1,2,0,2,0,0,1,3
E00016334,509,10,4,12,8,6,11,11,7,9,8,4,5,10,5,4,7,3,1,4,3,3,1,3,5,4,3,7,8,8,11,9,9,7,5,5,7,9,11,10,11,19,12,13,14,17,10,3,11,10,7,5,8,6,6,8,8,3,4,2,9,9,6,3,3,2,2,3,2,2,5,2,4,0,3,0,2,1,2,0,1,1,3,1,0,1,1,0,3,1,1,2
E00016361,246,1,4,1,3,5,5,3,7,3,6,1,3,2,3,0,2,3,2,5,2,1,3,3,5,6,4,5,4,6,2,5,6,6,4,2,1,2,2,4,3,3,2,4,2,4,2,5,7,1,4,2,4,4,1,4,5,6,2,1,4,2,0,1,2,1,3,2,2,2,4,2,3,3,1,1,3,1,4,1,0,0,0,0,0,2,0,0,1,1,0,2
E00016363,317,1,4,5,3,5,11,8,8,4,4,8,4,2,2,3,4,1,2,4,2,3,4,4,4,3,8,4,3,7,5,4,5,6,6,6,7,5,5,1,3,2,2,3,3,1,3,5,5,4,11,7,5,6,5,6,10,2,4,4,4,4,4,7,2,6,3,2,3,1,1,1,0,1,1,2,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0
E00016366,270,6,1,2,4,3,2,7,5,2,1,2,8,2,4,6,2,3,4,5,1,5,4,2,3,5,3,5,4,2,3,3,7,1,2,3,4,4,4,5,2,3,6,4,3,4,5,3,7,5,2,3,4,2,2,3,2,3,2,6,5,3,4,3,2,4,3,1,4,3,2,2,2,1,2,1,0,2,3,3,1,1,0,0,0,1,1,0,1,0,0,5
E00016367,194,2,2,2,4,4,6,6,3,5,3,1,1,1,3,4,2,2,0,3,0,1,4,0,1,0,2,3,2,4,4,1,8,7,3,2,5,2,4,4,4,3,0,5,5,3,1,1,5,0,2,5,2,7,3,0,0,0,2,1,4,3,3,1,2,1,0,1,0,0,1,0,1,3,1,2,3,3,2,0,1,0,2,0,0,0,0,0,0,0,0,0
E00016368,288,1,5,4,2,1,2,5,0,4,6,3,4,3,6,2,3,2,2,3,4,1,6,4,3,0,2,7,2,5,8,4,2,7,2,5,3,3,5,3,9,4,2,2,6,5,0,5,3,6,4,5,6,0,7,5,4,6,4,7,3,3,4,6,0,4,6,2,3,4,5,2,1,4,3,0,1,1,0,2,1,1,1,1,1,0,0,2,0,0,0,3
E00016350,332,5,3,4,6,4,6,6,2,5,6,4,4,6,3,2,6,6,1,4,4,2,3,4,2,5,6,2,6,5,0,4,2,6,2,4,8,10,9,6,10,3,5,4,3,2,6,6,7,8,7,8,5,7,3,7,3,5,7,5,1,4,4,5,4,2,2,1,1,1,1,2,2,0,2,1,2,0,0,3,1,1,5,0,1,0,1,0,0,0,0,1
E00016369,388,3,6,4,2,6,6,6,9,3,5,10,5,6,12,7,4,11,7,2,8,3,2,5,4,4,3,7,3,3,3,3,6,5,3,1,5,11,6,6,11,5,6,9,8,7,9,4,5,10,8,7,6,5,3,5,9,6,4,4,5,4,2,2,2,4,3,2,2,1,2,3,1,2,1,3,1,1,0,2,0,0,1,2,1,1,0,0,1,0,1,2
E00016370,391,7,6,9,10,10,4,4,9,7,5,8,6,4,8,1,7,3,5,0,4,3,2,3,1,3,4,4,2,6,5,6,8,6,5,5,16,9,8,11,11,7,6,7,7,3,4,8,4,7,7,3,5,6,2,7,5,3,3,5,2,4,6,2,3,6,4,1,6,1,3,1,4,2,1,0,0,1,1,0,0,1,1,4,0,2,1,0,0,0,0,0
E00016371,322,10,2,6,5,2,8,4,4,5,8,7,4,5,6,6,6,3,8,2,6,3,1,3,5,2,7,3,5,4,1,4,3,1,1,7,7,5,12,9,7,12,3,7,4,7,5,5,4,1,3,5,0,4,5,7,3,5,2,1,4,3,5,2,3,1,1,0,1,1,2,0,0,2,0,1,1,2,0,3,2,0,2,0,0,1,2,1,0,0,1,1
E00016374,258,1,4,5,2,6,1,0,2,2,2,3,4,6,4,4,2,7,4,2,3,1,2,2,3,3,5,1,4,2,2,2,3,3,5,4,4,3,9,8,6,4,11,3,2,3,4,3,7,3,1,8,4,2,2,1,4,3,2,1,5,5,1,3,2,2,3,4,1,2,1,1,0,3,4,3,3,1,2,0,0,0,3,2,0,0,1,0,1,0,0,1
E00016352,273,1,2,7,5,2,5,6,7,7,9,4,4,6,3,7,4,4,5,2,3,2,4,1,2,2,4,4,1,3,3,2,1,2,7,8,3,3,4,7,3,4,6,4,6,2,3,5,3,7,5,5,3,4,5,2,0,2,5,6,0,4,4,1,4,0,2,5,1,0,3,1,0,3,0,0,0,0,0,1,0,2,0,0,0,1,1,1,1,1,0,1
E00016373,365,7,4,4,2,8,7,8,6,7,7,7,7,4,4,3,6,7,5,4,5,4,4,1,3,1,5,3,5,4,5,6,2,6,5,8,5,5,3,6,4,6,4,8,4,3,6,7,2,5,5,6,10,7,6,6,4,3,8,5,2,4,1,2,3,0,7,4,0,1,3,1,2,0,3,3,2,0,2,0,2,0,0,1,1,2,6,2,2,1,3,3
E00016378,335,6,11,6,3,2,6,10,3,5,5,5,5,4,1,3,7,3,5,4,4,2,3,3,4,4,2,2,2,6,4,8,6,3,5,4,4,3,6,5,3,2,10,0,4,6,3,5,7,6,10,10,5,7,6,6,4,4,0,4,3,4,4,2,3,5,8,2,3,1,3,1,0,1,2,0,2,1,3,1,1,1,2,2,0,1,0,1,2,0,0,0
E00016381,417,12,7,7,2,8,10,6,7,12,11,11,4,8,6,4,6,5,5,3,4,1,3,5,3,3,3,3,4,5,4,10,6,7,6,4,6,10,6,9,8,10,1,7,5,7,5,6,7,7,3,3,4,4,8,9,5,7,1,8,2,1,8,5,6,4,2,4,4,2,2,1,2,0,1,2,1,1,1,0,2,3,1,2,2,1,0,2,2,1,0,1
E00016382,282,3,0,7,4,10,5,3,3,11,3,4,5,5,2,4,4,2,1,3,3,2,5,2,4,1,5,3,1,1,4,4,6,5,5,4,0,5,4,5,3,3,4,2,2,8,1,4,4,3,6,6,8,5,3,1,5,3,6,5,4,4,2,5,2,3,0,0,0,2,2,0,1,0,2,3,2,2,1,3,3,0,3,0,2,1,3,0,0,2,0,0
E00016348,225,3,2,4,2,1,5,4,3,3,5,5,2,4,5,4,3,5,2,2,1,1,1,0,3,0,2,3,2,2,2,3,4,4,5,6,6,9,2,6,1,4,3,5,1,4,4,1,4,1,2,2,1,1,0,5,3,3,1,5,3,5,2,2,2,4,2,2,4,1,0,0,2,2,3,1,2,0,1,1,1,2,1,1,0,0,1,2,0,1,0,0
E00016372,334,4,4,7,2,4,6,1,8,7,10,6,8,5,6,8,5,5,4,5,3,3,4,3,4,4,3,2,3,4,4,4,6,4,8,6,9,8,5,8,4,7,4,8,4,7,3,8,3,4,4,1,6,6,6,4,5,8,3,3,2,5,1,1,0,2,5,1,5,2,2,1,0,0,0,0,1,0,0,1,0,1,2,0,0,1,0,1,0,0,1,1
E00016375,235,3,1,2,3,3,3,5,5,2,7,9,1,5,3,4,2,2,4,3,1,0,1,2,4,3,6,1,2,2,3,2,6,5,9,3,5,6,5,2,3,4,3,3,4,5,7,3,4,6,4,4,3,3,4,2,4,7,1,1,6,0,2,1,1,0,0,2,1,3,0,2,0,0,0,1,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,1
E00016377,273,2,2,6,2,4,4,4,6,3,6,4,3,5,7,9,5,4,4,3,1,2,2,2,3,1,5,3,2,4,2,4,4,4,6,2,5,5,1,5,5,3,7,2,7,11,0,4,3,2,9,4,4,4,5,4,3,2,6,2,3,2,2,3,2,2,1,2,2,0,0,4,4,2,4,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
E00016379,316,3,2,3,1,5,3,2,5,2,6,7,4,9,6,10,6,3,5,3,3,4,4,2,2,3,4,3,4,2,4,7,6,4,5,7,6,6,3,4,5,4,6,7,1,6,2,3,4,8,8,6,8,7,3,2,7,5,4,4,5,3,2,4,3,1,2,0,2,2,2,2,0,2,3,1,1,1,0,0,2,2,0,1,1,0,0,1,1,0,0,4
E00016349,378,5,6,2,7,6,7,3,7,4,6,8,4,10,6,12,5,6,8,6,4,2,3,6,5,0,4,5,6,5,3,3,6,6,3,4,8,7,7,6,9,5,8,1,6,5,7,1,9,7,7,10,5,6,4,6,5,1,5,0,6,4,7,2,2,2,2,1,4,2,3,2,1,0,3,1,3,1,2,0,2,1,0,3,1,1,0,0,0,0,0,4
E00016351,490,10,2,8,5,9,7,8,8,4,5,5,8,12,6,10,4,8,4,8,2,2,5,2,3,6,5,6,7,3,3,10,12,8,6,15,13,7,8,8,6,13,7,5,6,5,4,6,3,9,4,7,7,6,10,6,9,9,3,10,10,8,6,6,6,4,2,6,1,0,2,3,3,2,1,1,2,3,6,2,0,2,2,0,2,3,1,0,0,0,0,9
E00016376,319,2,3,2,6,4,3,2,9,5,5,6,6,4,4,6,2,8,7,6,3,4,2,4,5,3,3,3,4,5,3,1,5,4,4,3,2,7,6,2,6,4,14,5,6,3,3,7,3,6,7,3,4,7,3,4,3,3,3,2,2,4,4,7,2,4,2,3,0,3,2,2,1,2,1,0,0,3,1,4,1,0,1,0,2,2,0,1,0,0,1,5
E00016383,355,2,2,4,8,0,4,6,6,7,3,3,7,7,10,5,5,5,7,11,4,3,4,4,6,5,4,7,2,5,4,2,4,6,4,5,6,5,6,3,6,4,6,4,3,2,4,8,9,7,7,2,7,6,3,7,3,6,7,10,7,1,0,3,4,3,4,5,3,3,1,1,0,1,2,1,1,1,0,0,3,2,0,0,1,0,1,0,0,0,0,5
E00016353,321,5,1,3,3,5,8,3,3,9,4,4,4,6,6,3,7,4,4,4,3,4,4,7,8,2,2,2,4,3,4,6,5,7,4,5,4,3,8,4,4,8,5,7,1,11,3,2,1,4,9,6,7,4,3,7,1,3,4,1,3,6,1,3,5,3,1,1,2,3,0,6,0,0,4,3,2,1,2,1,0,1,1,0,2,1,0,2,0,0,0,1
E00016360,473,6,9,6,3,7,14,5,8,9,8,2,9,8,5,3,6,1,4,6,4,4,2,6,5,6,4,8,5,7,8,5,9,12,6,9,3,8,10,10,7,9,8,10,11,4,10,10,7,8,6,4,9,5,7,7,4,3,7,3,6,3,7,6,1,3,4,2,2,6,4,1,1,6,3,2,1,3,0,1,1,4,1,3,1,4,2,1,0,0,0,5
E00016380,300,1,4,3,4,4,8,4,7,2,8,7,7,6,5,5,6,2,2,5,3,0,3,5,4,2,7,2,3,3,6,3,6,5,4,3,8,7,3,7,8,6,3,5,2,6,5,4,4,2,7,4,1,2,3,3,5,5,5,3,0,3,3,2,0,3,3,2,1,2,0,3,2,4,3,1,1,0,0,0,0,2,1,0,1,1,2,1,1,0,0,1
E00016389,314,4,6,4,3,3,8,3,10,5,9,6,6,6,7,11,5,4,3,5,2,4,2,4,3,3,3,1,3,2,1,3,2,9,4,4,8,1,6,2,8,4,8,4,7,7,6,5,2,6,4,2,2,3,6,5,3,4,4,3,3,2,0,2,0,2,5,0,1,3,0,2,4,3,2,3,2,2,1,1,0,1,0,2,0,1,0,0,0,1,0,3
E00016390,228,4,0,3,2,1,1,4,5,0,1,5,6,2,4,4,5,7,3,3,1,3,2,4,2,5,4,2,1,3,4,2,5,2,3,2,5,10,5,6,4,4,4,3,1,4,3,5,1,1,5,2,4,0,1,2,4,3,3,6,1,4,3,5,1,0,2,0,0,0,3,0,0,0,1,2,0,2,0,1,2,2,0,2,2,0,1,1,2,0,0,0
E00016392,273,3,1,2,1,1,4,5,3,2,6,3,4,5,6,3,3,3,2,5,2,4,2,2,2,2,2,5,3,5,3,3,4,2,3,5,4,3,9,5,5,3,5,6,3,2,5,2,7,5,3,4,5,6,2,4,2,3,2,6,4,5,6,1,4,2,2,4,0,3,1,1,2,3,5,3,0,1,0,1,1,2,1,2,0,0,1,0,2,0,1,3
E00016359,336,2,2,5,3,1,1,6,1,6,5,3,5,0,7,2,3,5,4,5,3,2,4,1,4,1,2,1,6,2,5,2,1,2,4,4,4,10,5,4,7,4,4,6,3,3,7,9,3,5,3,7,6,8,5,3,6,5,1,6,8,5,4,6,2,6,5,5,3,0,3,1,8,4,2,1,1,0,5,2,5,3,1,2,3,3,5,1,2,0,3,3
E00016384,342,5,2,3,2,5,5,0,6,1,6,4,3,4,5,5,3,2,3,3,2,1,3,7,1,1,5,2,5,5,3,2,6,1,3,4,5,2,8,6,11,5,5,6,1,9,6,1,4,5,4,6,6,6,2,8,4,3,1,4,4,11,3,3,4,5,5,6,6,2,4,5,2,4,1,5,4,3,3,0,9,2,4,1,3,2,0,2,0,1,2,0
E00016385,462,7,2,3,2,5,4,6,4,5,6,2,3,7,8,7,6,6,3,7,3,2,2,2,5,6,6,4,6,6,5,7,13,3,4,11,13,7,12,9,4,6,6,6,1,7,7,5,8,4,10,4,4,6,12,9,2,6,1,6,6,8,6,6,8,12,7,7,5,5,6,6,6,2,4,1,4,2,2,1,2,6,2,3,0,1,2,0,2,0,1,6
E00016386,257,1,1,1,2,1,2,0,1,2,3,3,0,5,0,1,1,0,0,1,2,1,0,1,1,2,2,1,2,1,0,2,2,1,3,1,2,4,5,2,2,5,3,2,3,7,1,2,3,3,3,1,3,6,1,5,3,2,6,2,4,3,1,5,6,3,6,7,11,5,4,6,4,7,5,2,5,4,6,0,3,1,4,2,4,8,1,4,3,2,0,8
E00016388,274,2,0,3,2,4,6,3,6,2,1,2,2,3,3,3,1,0,1,1,2,1,3,2,2,2,4,0,0,3,3,4,1,1,1,5,3,4,2,7,4,4,4,5,6,9,2,4,4,4,2,3,8,4,6,5,8,5,6,2,3,4,3,5,3,3,2,1,3,3,3,1,0,10,2,6,2,2,4,1,2,3,1,5,2,3,1,1,1,1,1,2
E00016346,285,3,3,5,1,1,5,3,6,5,4,3,8,3,4,3,4,9,3,4,4,1,5,1,3,5,2,5,5,4,1,4,2,4,3,3,5,5,4,3,5,5,4,2,5,6,2,5,8,8,7,0,5,3,4,5,5,3,5,4,3,3,5,3,2,1,0,0,3,1,1,0,4,2,1,4,0,1,2,1,2,0,2,2,0,0,0,1,0,1,0,3
E00016354,268,6,5,7,4,4,3,3,9,1,5,7,1,3,3,2,1,3,6,0,1,3,2,2,1,5,4,2,1,4,2,6,5,4,5,1,6,4,3,2,3,3,11,5,7,5,4,4,4,12,5,2,2,2,4,4,4,3,2,3,6,4,1,3,1,2,2,3,0,1,0,2,1,1,0,1,1,1,1,2,1,2,1,1,0,2,1,0,0,1,0,1
E00016357,323,3,7,7,4,5,4,5,4,5,10,5,7,2,7,6,6,3,2,2,3,5,6,8,5,5,7,6,3,7,5,4,8,5,7,3,6,7,4,4,2,1,1,4,9,7,6,4,2,2,7,6,3,5,2,4,3,5,4,7,4,2,3,1,2,3,0,1,1,1,3,2,2,1,2,2,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1
E00016358,331,9,6,6,10,5,7,1,5,2,6,3,3,6,3,4,5,4,3,4,5,4,11,5,9,3,5,5,2,3,4,3,6,7,4,9,6,8,5,13,8,9,3,2,4,6,3,1,5,6,4,4,2,4,4,4,3,2,4,4,2,1,2,0,3,0,2,1,2,1,3,0,2,1,0,1,1,1,3,0,1,0,1,1,0,1,2,2,1,0,1,4
E00016391,321,3,1,3,1,4,3,6,2,6,5,5,2,1,5,7,2,4,4,7,3,2,2,5,1,7,1,3,1,3,2,7,2,4,3,5,1,7,6,10,7,7,3,8,6,5,2,4,3,6,2,4,5,7,8,6,6,6,8,4,3,4,4,3,4,2,3,5,2,3,1,2,2,2,0,1,3,2,1,2,1,0,2,1,2,1,1,1,3,2,0,5
E00016403,370,4,7,7,7,4,5,12,16,13,4,11,8,5,6,8,4,5,6,2,3,2,3,7,2,6,2,5,2,4,4,8,3,5,8,6,7,7,5,8,6,7,5,7,5,5,4,5,11,8,8,5,4,3,3,5,4,0,2,5,4,5,5,2,3,4,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,5,0,0,0,0,0,0,0,1,1,0
E00016437,502,5,4,5,7,5,2,8,6,6,8,10,5,13,7,9,10,8,8,6,5,9,8,8,18,16,17,8,10,9,7,10,8,7,5,7,8,8,7,9,7,7,5,4,6,4,9,6,4,8,11,12,5,7,9,5,8,8,6,5,2,3,6,3,5,0,0,0,1,0,1,0,0,0,3,1,1,1,1,2,1,4,1,6,6,0,0,0,1,0,0,1
E00016439,401,8,4,12,7,5,9,8,8,8,4,5,9,4,5,5,2,3,3,1,2,5,4,8,13,3,8,7,8,4,8,11,11,10,12,6,11,14,7,8,9,8,5,6,8,6,7,3,8,4,4,6,5,2,1,7,3,1,5,1,1,5,2,4,1,3,2,1,0,0,1,0,0,2,1,1,1,0,0,0,2,0,0,1,0,2,0,1,0,0,0,1
E00016442,414,4,11,9,12,9,15,8,9,11,10,11,10,9,9,7,9,1,5,5,4,5,3,5,4,4,4,3,7,8,0,4,5,6,3,7,4,10,7,10,2,6,4,9,4,3,6,5,9,7,6,6,7,5,4,8,7,8,4,1,4,4,1,4,1,1,3,2,1,0,1,2,3,2,0,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
E00016399,529,10,4,4,7,8,8,5,10,5,9,4,6,8,8,7,13,10,14,10,12,10,9,5,11,9,15,12,15,12,7,11,10,11,9,8,15,6,8,5,9,6,3,5,3,6,5,5,5,5,8,5,5,2,6,10,5,3,10,9,7,7,6,7,4,4,5,5,8,3,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
E00016401,602,7,11,6,6,9,10,13,12,11,13,18,7,14,9,13,15,11,2,7,5,6,7,5,4,8,5,8,11,13,10,12,16,21,15,10,22,10,21,22,9,8,11,9,10,8,4,11,5,11,6,4,4,8,7,2,8,1,5,6,2,9,1,3,1,3,4,1,0,5,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,2,0,0,0,0,0,1
E00016406,304,2,2,3,3,3,6,1,2,5,3,0,8,4,7,4,7,14,6,9,6,5,2,4,9,8,6,7,9,6,9,10,5,5,6,5,3,1,3,3,6,2,4,4,4,2,7,3,5,3,1,6,6,1,3,5,0,6,1,1,3,1,0,4,4,6,2,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0
E00016435,426,3,10,2,2,4,5,7,8,7,6,5,5,6,5,9,8,7,10,2,8,4,6,5,9,8,10,14,13,8,6,7,10,7,5,11,8,12,11,9,6,10,6,9,3,5,3,2,13,4,7,5,6,4,6,3,7,6,2,4,4,4,4,1,1,0,2,0,3,5,4,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
E00016412,409,4,4,6,5,6,3,9,7,5,6,7,2,6,4,7,4,1,2,5,6,7,2,8,3,15,7,4,9,8,10,10,10,8,6,12,8,13,9,9,8,7,3,3,1,3,5,5,1,5,7,5,7,7,6,6,3,4,7,6,2,2,5,8,3,3,2,0,2,2,1,4,0,1,1,1,1,1,3,2,0,1,0,1,1,0,1,0,1,0,1,3
E00016414,312,2,1,4,4,2,3,4,2,2,4,5,3,3,0,1,4,1,3,3,3,3,3,6,6,9,9,8,9,2,5,7,7,5,4,8,3,4,6,9,5,3,3,5,2,6,1,7,8,6,3,4,7,6,5,4,4,5,5,4,9,5,2,5,2,5,0,2,1,3,3,1,0,0,0,1,1,0,2,3,1,2,0,0,0,0,0,0,0,3,1,0
E00016418,713,10,7,7,4,1,7,7,3,10,5,7,6,10,9,6,7,6,4,6,5,7,8,14,14,28,9,21,29,22,22,30,34,29,27,26,21,23,14,12,11,9,13,8,9,6,8,4,4,6,5,9,8,6,7,10,4,3,6,12,3,4,3,6,5,3,0,2,3,0,1,2,2,0,1,2,1,0,1,1,1,4,2,0,0,0,0,0,0,0,1,0
E00016422,500,4,2,5,3,7,8,11,13,9,6,7,14,14,20,9,15,11,8,5,9,8,3,11,7,8,8,4,5,9,6,6,9,6,9,9,9,5,7,6,6,7,4,5,9,6,5,3,6,9,11,10,9,5,7,7,9,5,9,6,3,4,5,2,1,4,2,4,3,1,1,0,1,2,1,1,1,3,1,0,0,1,1,2,1,0,2,0,0,0,0,0
E00016395,571,8,2,11,5,1,4,5,1,5,1,1,0,3,0,2,2,1,3,1,4,11,4,3,19,19,22,22,20,25,26,31,30,24,22,23,15,13,12,12,10,8,14,7,9,5,5,4,7,3,4,3,3,5,5,3,2,5,4,4,0,2,4,1,4,2,1,1,4,2,1,0,1,4,0,2,1,2,6,0,0,1,4,0,0,0,1,4,0,0,0,0
